ForecastID,Confirmed,Deaths
0,127516,2194
1,5315,37
2,202326,5065
3,61703,812
4,718134,13142
5,57619,1945
6,53009,4462
7,17492,606
8,625757,11340
9,272301,5706
10,8712,72
11,32381,370
12,238612,8255
13,95154,3304
14,66139,1127
15,42883,454
16,49061,939
17,148902,4982
18,4545,132
19,108692,3764
20,128863,9074
21,113744,6765
22,76528,1876
23,83495,2523
24,86751,1553
25,7520,105
26,34621,398
27,69536,1321
28,7288,432
29,192259,15946
30,25465,783
31,435428,32974
32,168616,2728
33,12003,144
34,124210,4175
35,59386,812
36,26963,463
37,139395,7670
38,22070,1050
39,119910,2745
40,13828,167
41,156428,1780
42,637291,12938
43,52470,411
44,1633,58
45,121515,2594
46,75044,1922
47,10365,219
48,76187,1128
49,3879,37
50,128930,2208
51,5386,37
52,202665,5125
53,62248,826
54,724026,13287
55,57871,1945
56,53082,4465
57,17560,607
58,628747,11506
59,274085,5780
60,8962,75
61,32703,381
62,240618,8282
63,96164,3314
64,67953,1142
65,43639,458
66,49773,948
67,149612,5019
68,4567,132
69,109180,3773
70,129215,9089
71,114499,6774
72,77324,1884
73,84275,2560
74,88033,1562
75,7672,108
76,34966,399
77,69883,1339
78,7309,433
79,192593,15947
80,25575,787
81,436118,32976
82,170053,2758
83,12222,145
84,125423,4186
85,60175,830
86,27199,468
87,140045,7683
88,22113,1053
89,120780,2784
90,14081,168
91,157861,1811
92,641382,13132
93,52889,416
94,1640,58
95,122531,2606
96,75562,1931
97,10524,225
98,76903,1138
99,3909,37
100,130696,2227
101,5470,37
102,203205,5185
103,62862,840
104,729483,13424
105,58149,1946
106,53245,4464
107,17649,609
108,632318,11609
109,276200,5832
110,9177,79
111,33044,388
112,242788,8309
113,97187,3323
114,69749,1156
115,43998,462
116,50486,956
117,150233,5046
118,4589,132
119,109716,3780
120,129591,9105
121,115182,6787
122,78239,1891
123,85048,2572
124,89521,1574
125,7818,109
126,35284,403
127,70331,1360
128,7330,434
129,192914,15949
130,25693,791
131,436738,32982
132,171706,2786
133,12522,146
134,126718,4226
135,60934,844
136,27425,473
137,140817,7704
138,22263,1055
139,121807,2827
140,14372,170
141,159373,1841
142,646476,13323
143,53307,419
144,1647,58
145,123554,2623
146,76151,1939
147,10679,227
148,77727,1146
149,3947,37
150,132406,2255
151,5554,38
152,203643,5231
153,63524,855
154,735015,13549
155,58425,1946
156,53360,4465
157,17722,610
158,635832,11716
159,278359,5908
160,9432,83
161,33378,395
162,244926,8328
163,98188,3331
164,71110,1165
165,44609,465
166,51164,962
167,151109,5077
168,4620,132
169,110291,3787
170,129957,9118
171,115944,6800
172,79226,1896
173,85703,2590
174,91121,1580
175,7976,110
176,35582,404
177,70871,1374
178,7355,435
179,193225,15950
180,25814,794
181,437393,32984
182,173608,2810
183,12858,147
184,127963,4292
185,61869,854
186,27661,479
187,141607,7722
188,22343,1056
189,122915,2868
190,14694,171
191,160724,1867
192,651043,13499
193,53761,421
194,1654,58
195,124573,2637
196,76741,1946
197,10858,228
198,78610,1152
199,3976,37
200,134215,2282
201,5624,38
202,204083,5260
203,64138,869
204,739965,13633
205,58656,1947
206,53520,4464
207,17789,612
208,638878,11809
209,280211,5991
210,9686,87
211,33702,400
212,246935,8340
213,99143,3337
214,72070,1172
215,45206,467
216,51789,966
217,151517,5097
218,4652,132
219,110846,3797
220,130305,9132
221,116670,6812
222,80193,1900
223,86278,2625
224,92667,1591
225,8117,112
226,35898,407
227,71401,1383
228,7376,435
229,193564,15952
230,25924,799
231,438086,32998
232,175382,2831
233,13175,148
234,129032,4321
235,62766,862
236,27875,484
237,142329,7737
238,22333,1057
239,123983,2898
240,15011,173
241,162238,1887
242,655363,13639
243,54192,422
244,1662,58
245,125570,2649
246,77259,1953
247,11015,235
248,79290,1156
249,4012,38
250,135671,2303
251,5676,39
252,204464,5271
253,64733,882
254,745034,13698
255,58864,1948
256,53675,4464
257,17879,613
258,641230,11866
259,281842,6037
260,9868,92
261,34011,402
262,248770,8349
263,100063,3341
264,72699,1178
265,45561,470
266,52407,970
267,152495,5122
268,4680,132
269,111359,3803
270,130649,9147
271,117412,6825
272,81039,1905
273,86803,2652
274,94036,1601
275,8234,113
276,36201,410
277,71849,1390
278,7396,435
279,193866,15955
280,26031,803
281,438753,33003
282,176857,2849
283,13426,149
284,129981,4321
285,63598,866
286,28123,488
287,142988,7745
288,22442,1059
289,124928,2915
290,15359,173
291,163695,1904
292,659165,13762
293,54546,423
294,1668,58
295,126530,2658
296,77668,1960
297,11168,239
298,79752,1158
299,4047,38
300,137122,2320
301,5721,39
302,204818,5284
303,65276,896
304,750371,13776
305,59055,1950
306,53773,4465
307,17935,615
308,643345,11940
309,283405,6084
310,10077,97
311,34307,406
312,250542,8361
313,100988,3347
314,73454,1185
315,46355,472
316,53022,974
317,152957,5146
318,4699,133
319,111833,3812
320,130988,9161
321,118148,6836
322,81764,1910
323,87319,2677
324,95229,1608
325,8322,115
326,36495,411
327,72203,1399
328,7413,435
329,194204,15957
330,26137,807
331,439381,33017
332,178105,2868
333,13614,150
334,130913,4320
335,64260,869
336,28343,492
337,143610,7752
338,22616,1060
339,125784,2930
340,15696,174
341,165186,1923
342,663005,13878
343,54887,425
344,1674,58
345,127478,2668
346,78034,1967
347,11298,240
348,80179,1162
349,4078,38
