ForecastID,Confirmed,Deaths
0,127430,2200
1,5304,37
2,202444,5053
3,61854,810
4,719279,13159
5,57649,1956
6,52980,4465
7,17472,606
8,626376,11347
9,272553,5726
10,8667,74
11,32503,367
12,238632,8266
13,95201,3302
14,65930,1134
15,42834,456
16,49252,943
17,148745,4982
18,4539,132
19,108681,3755
20,128832,9073
21,113882,6758
22,76498,1876
23,83538,2515
24,86915,1553
25,7545,107
26,34576,399
27,69546,1330
28,7302,433
29,192136,15932
30,25469,783
31,435304,32995
32,168705,2732
33,12027,145
34,124233,4169
35,59412,809
36,26921,463
37,139361,7681
38,22062,1050
39,119604,2738
40,13892,166
41,156441,1782
42,636483,12881
43,52390,411
44,1634,58
45,121625,2600
46,75089,1931
47,10402,217
48,76258,1132
49,3891,37
50,128518,2200
51,5394,37
52,203124,5115
53,62461,827
54,726276,13316
55,57863,1961
56,53082,4457
57,17532,607
58,629582,11494
59,274187,5795
60,8917,78
61,32900,373
62,240442,8294
63,96201,3312
64,67757,1156
65,43769,461
66,49937,952
67,149510,5021
68,4554,132
69,109156,3759
70,129081,9093
71,114712,6764
72,77298,1889
73,84388,2551
74,88371,1557
75,7713,109
76,34853,401
77,69865,1354
78,7326,434
79,192271,15935
80,25551,786
81,435993,32998
82,170324,2772
83,12284,146
84,124941,4177
85,60232,825
86,27060,466
87,139937,7706
88,22114,1054
89,120321,2764
90,14323,166
91,157987,1814
92,639130,13021
93,52742,415
94,1642,57
95,122502,2616
96,75609,1944
97,10539,218
98,76971,1139
99,3933,37
100,129706,2223
101,5509,37
102,203723,5151
103,63247,840
104,732494,13452
105,58150,1971
106,53152,4454
107,17613,607
108,633703,11601
109,276051,5865
110,9238,82
111,33353,377
112,242456,8321
113,97273,3322
114,69714,1176
115,44229,467
116,50749,960
117,150014,5044
118,4569,132
119,109669,3765
120,129319,9112
121,115514,6776
122,78235,1900
123,85114,2574
124,89875,1566
125,7857,110
126,35145,405
127,70372,1375
128,7352,436
129,192369,15937
130,25663,790
131,436655,33026
132,171939,2794
133,12616,147
134,126014,4232
135,60956,836
136,27219,470
137,140584,7743
138,22243,1057
139,121356,2800
140,14861,172
141,159791,1843
142,643275,13269
143,53136,418
144,1648,57
145,123589,2634
146,76109,1954
147,10689,218
148,77856,1148
149,3974,36
150,131184,2245
151,5626,37
152,204455,5176
153,64000,852
154,738214,13572
155,58433,1976
156,53278,4454
157,17656,607
158,637406,11697
159,278095,5948
160,9462,84
161,33737,383
162,244414,8340
163,98341,3326
164,70926,1188
165,44880,469
166,51439,968
167,150630,5073
168,4593,132
169,110220,3766
170,129598,9126
171,116428,6785
172,79200,1911
173,85715,2594
174,91374,1575
175,7997,112
176,35426,407
177,70948,1390
178,7378,437
179,192429,15939
180,25769,794
181,437321,33043
182,173964,2823
183,12990,148
184,127399,4282
185,61769,845
186,27436,475
187,141307,7765
188,22299,1058
189,122473,2840
190,15561,171
191,161540,1869
192,647591,13485
193,53573,420
194,1654,57
195,124689,2648
196,76532,1963
197,10830,219
198,78724,1154
199,4020,36
200,132361,2271
201,5709,37
202,205170,5200
203,64792,866
204,742949,13658
205,58651,1974
206,53422,4454
207,17720,611
208,641682,11821
209,279980,6037
210,9646,86
211,34086,386
212,246405,8353
213,99426,3334
214,72067,1194
215,45535,471
216,52110,975
217,150873,5081
218,4622,132
219,110743,3771
220,129915,9142
221,117291,6799
222,80152,1914
223,86307,2615
224,92861,1582
225,8152,114
226,35682,409
227,71457,1398
228,7404,437
229,192446,15946
230,25860,796
231,437968,33061
232,175816,2838
233,13372,150
234,128502,4344
235,62686,855
236,27647,480
237,141974,7778
238,22313,1058
239,123838,2872
240,16205,172
241,163428,1897
242,651091,13695
243,53998,422
244,1661,57
245,125727,2661
246,76957,1971
247,11013,223
248,79369,1156
249,4051,36
250,133763,2292
251,5772,37
252,205683,5212
253,65528,879
254,748247,13720
255,58865,1976
256,53504,4449
257,17814,611
258,644389,11858
259,281328,6081
260,9811,87
261,34430,387
262,248228,8362
263,100468,3340
264,72954,1202
265,45831,474
266,52773,980
267,151969,5112
268,4639,132
269,111212,3773
270,130198,9158
271,118186,6802
272,81019,1918
273,86793,2634
274,94215,1594
275,8282,115
276,35918,410
277,71896,1403
278,7429,438
279,192445,15953
