ForecastID,Confirmed,Deaths
0,128741,1913
1,5288,57
2,201360,5011
3,62333,982
4,704462,12914
5,58278,1798
6,52591,4465
7,17301,604
8,624199,11547
9,268143,5571
10,8678,158
11,32091,376
12,239360,6526
13,94722,3508
14,67851,1561
15,42975,624
16,49111,708
17,148214,5523
18,4492,132
19,109731,3835
20,128094,9042
21,114463,7068
22,76656,1900
23,84664,2745
24,86322,1854
25,7572,109
26,34914,405
27,70114,1523
28,7247,432
29,191465,15936
30,25466,691
31,433756,32945
32,171112,3208
33,12325,186
34,124022,4949
35,59501,901
36,27084,364
37,139265,7021
38,21749,1046
39,120370,2494
40,13876,211
41,156045,2347
42,632515,11723
43,52762,652
44,1608,58
45,122227,2742
46,75456,1794
47,10249,206
48,77497,1717
49,3930,61
50,130183,1862
51,5342,62
52,201535,5019
53,62801,1059
54,706231,12941
55,58547,1762
56,52615,4465
57,17355,604
58,628231,11809
59,268836,5596
60,8883,166
61,32303,382
62,241701,6128
63,95569,3572
64,69472,1580
65,43584,632
66,49689,663
67,148707,5678
68,4506,132
69,110319,3503
70,128221,9046
71,115499,7160
72,77548,2102
73,85726,2819
74,87581,1946
75,7719,114
76,35131,409
77,70803,1584
78,7255,432
79,191589,15937
80,25598,673
81,434003,32947
82,172358,3337
83,12617,189
84,125396,5586
85,60123,967
86,27393,344
87,140016,6887
88,21766,1046
89,121339,2480
90,14117,184
91,157291,2514
92,628231,11809
93,53212,721
94,1613,58
95,123626,2798
96,76313,2046
97,10319,206
98,78495,1869
99,3955,67
100,131767,1873
101,5404,64
102,201597,5022
103,63410,1097
104,707279,12953
105,59071,1724
106,52645,4465
107,17357,604
108,628294,11722
109,269105,5601
110,9212,184
111,32619,385
112,242946,5601
113,96501,3600
114,70376,1509
115,43829,604
116,50042,727
117,149171,5870
118,4510,132
119,111274,3805
120,128269,9049
121,116390,7195
122,78511,2141
123,86810,2847
124,88769,1990
125,7853,116
126,35711,414
127,71169,1602
128,7257,432
129,191656,15938
130,25677,649
131,434153,32950
132,174734,3514
133,12842,191
134,126489,5787
135,60838,977
136,27701,342
137,140776,6873
138,21786,1046
139,122770,2543
140,14484,231
141,158773,2580
142,628294,11722
143,53609,745
144,1615,58
145,124735,3022
146,77039,1987
147,10381,206
148,79121,1913
149,4027,74
150,133440,1895
151,5459,65
152,201581,5020
153,64120,1123
154,707611,12957
155,59533,1715
156,52682,4465
157,17360,604
158,628262,11765
159,269138,5600
160,9590,181
161,32970,388
162,245254,5407
163,97069,3611
164,71720,1523
165,44348,609
166,50871,737
167,149747,6104
168,4509,132
169,112201,3809
170,128279,9049
171,117169,7211
172,79343,2165
173,87500,3200
174,89837,2020
175,7998,120
176,36281,418
177,71797,1606
178,7258,432
179,191667,15939
180,25823,617
181,434167,32949
182,176264,3598
183,13206,195
184,127387,5869
185,61478,984
186,27967,343
187,141509,6884
188,21812,1046
189,124091,2631
190,14838,233
191,160331,2617
192,628262,11765
193,54019,659
194,1615,58
195,126232,3175
196,78269,2072
197,10474,207
198,80098,1944
199,4150,73
200,134869,1914
201,5514,66
202,201518,5018
203,65074,1114
204,706395,12941
205,60324,1703
206,52633,4465
207,17343,604
208,628278,11743
209,268805,5592
210,9829,164
211,33315,390
212,247513,5274
213,97816,3623
214,73220,1535
215,44640,606
216,51621,745
217,150131,6249
218,4504,132
219,113553,3929
220,128215,9046
221,117891,7219
222,80236,2198
223,88406,3298
224,90869,2050
225,8153,130
226,37055,424
227,72470,1613
228,7254,432
229,191594,15937
230,25913,599
231,434019,32947
232,178683,3746
233,13534,201
234,128192,5928
235,62300,1043
236,28274,350
237,142219,6899
238,21778,1046
239,125279,2752
240,15166,238
241,162243,2645
242,628278,11743
243,54663,648
244,1612,58
245,127911,3184
246,78805,2200
247,10579,209
248,81153,1974
249,4226,73
250,135483,1928
251,5576,69
252,201557,5019
253,65651,1118
254,706879,12948
255,60969,1714
256,52643,4465
257,17353,604
258,628270,11754
259,268971,5597
260,10050,141
261,33637,391
262,249734,5226
263,98058,3621
264,74418,1543
265,45214,613
266,52555,753
267,150785,6398
268,4507,132
269,114542,3967
270,128246,9047
271,118635,7228
272,81101,2223
273,89408,3332
274,91910,2082
275,8288,132
276,37501,515
277,72897,1811
278,7256,432
279,191626,15937
280,26031,581
281,434085,32948
282,180222,3825
283,13826,192
284,128914,5991
285,62918,1078
286,28551,353
287,142969,6918
288,21785,1046
289,127040,2756
290,15478,215
291,163984,2668
292,628270,11754
293,55269,746
294,1613,58
295,129312,3197
296,79589,2271
297,10705,211
298,82171,1993
299,4273,64
300,136797,1942
301,5646,71
302,201563,5019
303,66000,1118
304,707041,12949
305,61447,1719
306,52650,4465
307,17353,604
308,628274,11748
309,269004,5597
310,10305,141
311,33930,393
312,253039,5151
313,98696,3627
314,76348,1551
315,45535,616
316,52781,757
317,151189,6530
318,4507,132
319,115372,3981
320,128252,9047
321,119424,7238
322,82359,2137
323,90246,3082
324,92747,2091
325,8426,134
326,38028,412
327,73522,1867
328,7256,432
329,191635,15937
330,26120,564
331,434106,32948
332,181646,3901
333,14109,165
334,129641,6072
335,63562,1107
336,28733,354
337,143545,6935
338,21790,1046
339,128611,2749
340,15913,220
341,165624,2686
342,628274,11748
343,55891,780
344,1613,58
345,130766,2264
346,80373,2316
347,10853,213
348,83070,2007
349,4383,62
350,138069,1969
351,5721,73
352,201554,5019
353,66528,1132
354,706981,12948
355,61918,1728
356,52652,4465
357,17352,604
358,628272,11751
359,268979,5596
360,10546,149
361,34294,396
362,255398,5175
363,99369,3633
364,77833,1564
365,45710,553
366,53054,829
367,150463,6320
368,4506,132
369,115580,3985
370,128248,9047
371,119622,7241
372,83318,2146
373,91121,3025
374,93894,2111
375,8559,136
376,38572,389
377,73875,1699
378,7256,432
379,191630,15937
380,26287,527
381,434094,32948
382,183139,3979
383,14504,201
384,130319,6153
385,64298,1129
386,29019,357
387,144330,6960
388,21791,1046
389,130507,2299
390,16261,315
391,167543,2822
392,628274,11748
393,56393,797
394,1613,58
395,132327,2048
396,81362,2293
397,10917,236
398,84220,1926
399,4459,63
400,139348,2011
401,5798,74
402,201548,5018
403,67201,1151
404,706824,12946
405,62471,1740
406,52644,4465
407,17350,604
408,628272,11750
409,268939,5595
