ForecastID,Confirmed,Deaths
0,125355,2167
1,5231,37
2,201646,5022
3,60919,788
4,708636,12969
5,57261,1943
6,52709,4464
7,17367,604
8,621966,11142
9,269418,5606
10,8356,66
11,31929,359
12,235531,8229
13,93587,3292
14,64639,1113
15,42158,449
16,48095,929
17,147806,4937
18,4514,132
19,107920,3751
20,128330,9052
21,112591,6745
22,75343,1864
23,82672,2455
24,84804,1538
25,7356,103
26,34109,394
27,68967,1302
28,7261,431
29,191561,15943
30,25293,774
31,434311,32952
32,166423,2693
33,11700,142
34,122338,4143
35,58263,798
36,26583,457
37,138353,7656
38,21831,1047
39,118431,2709
40,13332,166
41,153880,1745
42,630328,12716
43,51891,406
44,1617,58
45,119963,2573
46,74379,1910
47,10147,213
48,75330,1121
49,3832,37
50,125431,2168
51,5234,37
52,201649,5022
53,60942,789
54,709103,12974
55,57282,1943
56,52689,4464
57,17382,604
58,622072,11145
59,269521,5607
60,8366,66
61,31945,359
62,235670,8229
63,93651,3292
64,64705,1114
65,42211,449
66,48121,929
67,147885,4938
68,4515,132
69,107954,3751
70,128355,9052
71,112662,6746
72,75350,1864
73,82700,2457
74,84882,1539
75,7360,103
76,34128,394
77,69005,1302
78,7257,431
79,191488,15943
80,25299,774
81,434359,32952
82,166488,2694
83,11705,142
84,122401,4140
85,58311,797
86,26602,457
87,138379,7656
88,21838,1047
89,118484,2709
90,13308,166
91,154025,1746
92,630558,12722
93,51909,406
94,1618,58
95,120027,2573
96,74409,1910
97,10178,213
98,75338,1120
99,3835,37
100,125488,2169
101,5235,37
102,201660,5022
103,60956,789
104,709232,12976
105,57290,1943
106,52695,4464
107,17384,604
108,622188,11147
109,269565,5609
110,8371,66
111,31949,359
112,235702,8229
113,93675,3292
114,64727,1114
115,42228,449
116,48136,929
117,147923,4939
118,4515,132
119,107967,3751
120,128361,9052
121,112673,6746
122,75381,1864
123,82733,2458
124,84916,1539
125,7362,103
126,34138,394
127,69017,1302
128,7256,431
129,191368,15939
130,25303,774
131,434377,32952
132,166536,2694
133,11725,142
134,122395,4140
135,58339,797
136,26604,457
137,138439,7656
138,21844,1047
139,118507,2709
140,13319,166
141,154041,1746
142,630657,12725
143,51916,406
144,1618,58
145,120054,2573
146,74423,1910
147,10177,213
148,75367,1120
149,3835,37
150,125481,2168
151,5235,37
152,201678,5022
153,60955,789
154,709146,12975
155,57286,1943
156,52676,4464
157,17385,604
158,622140,11146
159,269557,5608
160,8373,66
161,31948,359
162,235680,8229
163,93664,3292
164,64735,1114
165,42227,449
166,48133,929
167,147910,4939
168,4515,132
169,107961,3751
170,128361,9052
171,112669,6746
172,75385,1864
173,82721,2457
174,84901,1539
175,7363,103
176,34136,394
177,69017,1302
178,7256,431
179,191397,15942
180,25302,774
181,434368,32952
182,166529,2694
183,11718,142
184,122370,4141
185,58332,797
186,26604,457
187,138419,7656
188,21844,1047
189,118504,2709
190,13342,166
191,154046,1746
192,630624,12723
193,51919,406
194,1618,58
195,120038,2573
196,74417,1910
197,10175,213
198,75367,1120
199,3835,37
200,125475,2168
201,5235,37
202,201678,5022
203,60954,789
204,709210,12975
205,57286,1943
206,52623,4464
207,17385,604
208,622166,11146
209,269568,5608
210,8373,66
211,31948,359
212,235698,8229
213,93673,3292
214,64724,1114
215,42226,449
216,48132,929
217,147900,4938
218,4515,132
219,107966,3751
220,128359,9052
221,112666,6746
222,75384,1864
223,82721,2457
224,84903,1539
225,7362,103
226,34127,394
227,69017,1302
228,7257,431
229,191391,15942
230,25301,774
231,434375,32952
232,166537,2694
233,11717,142
234,122361,4140
235,58326,797
236,26605,457
237,138415,7656
238,21841,1047
239,118509,2709
240,13340,166
241,154039,1746
242,630661,12724
243,51919,406
244,1618,58
245,120043,2573
246,74416,1910
247,10173,213
248,75376,1120
249,3835,37
250,125490,2168
