ForecastID,Confirmed,Deaths
0,127264,2196
1,5320,37
2,202228,5068
3,61782,810
4,717653,13153
5,57662,1948
6,53009,4466
7,17504,606
8,625886,11336
9,272250,5705
10,8670,73
11,32338,367
12,238468,8255
13,95122,3306
14,66080,1127
15,43160,454
16,48989,940
17,148799,4981
18,4553,132
19,108753,3765
20,128826,9074
21,113645,6766
22,76672,1875
23,83525,2508
24,86870,1555
25,7536,105
26,34565,399
27,69670,1323
28,7295,432
29,192228,15946
30,25462,783
31,435121,32964
32,168779,2725
33,12035,144
34,124145,4169
35,59454,810
36,26939,463
37,139418,7666
38,22049,1049
39,119885,2752
40,13800,167
41,156326,1776
42,636885,12927
43,52469,410
44,1631,58
45,121512,2594
46,75095,1923
47,10376,220
48,76205,1128
49,3883,37
50,128460,2209
51,5376,37
52,202616,5115
53,62339,823
54,722753,13306
55,57918,1951
56,53139,4466
57,17580,607
58,628220,11453
59,273997,5776
60,8867,76
61,32594,374
62,240183,8278
63,96044,3319
64,67017,1143
65,43721,457
66,49581,948
67,149392,5018
68,4577,132
69,109253,3772
70,129114,9087
71,114260,6775
72,77476,1883
73,84095,2539
74,88089,1561
75,7652,108
76,34843,401
77,70109,1342
78,7315,433
79,192490,15949
80,25572,787
81,435471,32971
82,170242,2749
83,12253,145
84,125127,4165
85,60172,822
86,27164,468
87,140035,7681
88,22150,1051
89,120771,2782
90,14091,168
91,157706,1802
92,640954,13112
93,52829,414
94,1639,58
95,122443,2610
96,75551,1933
97,10503,224
98,76804,1135
99,3917,37
100,129647,2232
101,5432,37
102,202998,5153
103,62894,837
104,727775,13444
105,58172,1955
106,53267,4467
107,17655,608
108,630478,11564
109,275712,5840
110,9063,80
111,32848,381
112,241869,8299
113,96961,3331
114,67950,1151
115,44280,461
116,50172,955
117,149970,5044
118,4601,132
119,109747,3780
120,129397,9100
121,114870,6787
122,78276,1891
123,84660,2564
124,89294,1572
125,7767,109
126,35118,403
127,70545,1364
128,7335,434
129,192744,15951
130,25682,792
131,435807,32979
132,171697,2776
133,12471,146
134,126100,4254
135,60885,834
136,27389,473
137,140646,7701
138,22250,1052
139,121648,2816
140,14379,169
141,159072,1828
142,644949,13295
143,53188,416
144,1647,58
145,123369,2627
146,76004,1941
147,10629,227
148,77400,1141
149,3950,37
150,130823,2254
151,5487,38
152,203376,5190
153,63447,851
154,732722,13553
155,58424,1959
156,53394,4467
157,17731,610
158,632660,11680
159,277397,5904
160,9258,83
161,33100,388
162,243526,8318
163,97873,3341
164,68879,1159
165,44839,464
166,50762,963
167,150533,5074
168,4625,132
169,110237,3789
170,129674,9113
171,115474,6800
172,79073,1898
173,85220,2587
174,90484,1581
175,7881,110
176,35391,405
177,70976,1379
178,7355,434
179,192991,15953
180,25791,795
181,436128,32987
182,173144,2801
183,12687,147
184,127066,4270
185,61594,844
186,27613,478
187,141250,7720
188,22350,1054
189,122518,2847
190,14667,171
191,160426,1853
192,648871,13458
193,53545,419
194,1654,58
195,124289,2641
196,76453,1948
197,10755,231
198,77993,1147
199,3983,38
200,131989,2275
201,5542,38
202,203749,5218
203,63998,864
204,737594,13646
205,58673,1962
206,53519,4467
207,17806,611
208,634770,11776
209,279050,5967
210,9452,87
211,33351,393
212,245154,8333
213,98780,3349
214,69803,1170
215,45396,467
216,51350,970
217,151084,5098
218,4649,132
219,110721,3797
220,129947,9128
221,116072,6813
222,79865,1903
223,85775,2612
224,91658,1591
225,7995,112
226,35663,407
227,71403,1388
228,7375,435
229,193231,15956
230,25899,800
231,436436,32995
232,174583,2822
233,12903,148
234,128024,4279
235,62298,852
236,27836,483
237,141847,7735
238,22450,1056
239,123380,2872
240,14952,172
241,161766,1876
242,652720,13593
243,53900,421
244,1662,58
245,125202,2654
246,76899,1956
247,10881,235
248,78583,1152
249,4017,38
250,133145,2296
251,5596,39
252,204117,5248
253,64547,878
254,742393,13745
255,58920,1966
256,53643,4467
257,17881,612
258,636809,11872
259,280674,6030
260,9644,91
261,33600,398
262,246754,8348
263,99682,3357
264,70724,1177
265,45952,469
266,51938,977
267,151620,5122
268,4672,133
