ForecastID,Confirmed,Deaths
0,127386,2196
1,5313,37
2,202351,5058
3,61752,811
4,718278,13150
5,57655,1945
6,52977,4468
7,17499,605
8,625446,11357
9,272472,5716
10,8632,73
11,32384,369
12,238520,8257
13,95158,3306
14,66489,1127
15,42939,454
16,49065,940
17,148882,4982
18,4543,132
19,108711,3763
20,128867,9073
21,113695,6765
22,76602,1874
23,83480,2515
24,86818,1554
25,7526,106
26,34613,398
27,69610,1321
28,7288,432
29,192318,15947
30,25468,783
31,435396,32912
32,168505,2728
33,12008,144
34,124046,4182
35,59489,813
36,26950,464
37,139428,7673
38,22045,1049
39,119937,2748
40,13797,167
41,156477,1778
42,637243,12839
43,52430,409
44,1633,57
45,121549,2593
46,75179,1922
47,10368,219
48,76160,1129
49,3886,37
50,128550,2209
51,5387,38
52,202706,5123
53,62304,825
54,724140,13292
55,57916,1945
56,53126,4464
57,17574,607
58,627744,11496
59,274270,5786
60,8827,77
61,32709,379
62,240319,8284
63,96115,3318
64,68175,1142
65,43579,458
66,49770,949
67,149616,5019
68,4562,132
69,109213,3772
70,129204,9087
71,114422,6775
72,77439,1881
73,84139,2549
74,88197,1564
75,7665,108
76,34966,399
77,70033,1338
78,7305,433
79,192661,15949
80,25575,787
81,436046,32873
82,170011,2758
83,12214,145
84,124935,4183
85,60254,829
86,27194,469
87,140112,7697
88,22075,1050
89,120807,2785
90,14036,168
91,157859,1806
92,641372,12942
93,52779,411
94,1640,58
95,122562,2608
96,75684,1931
97,10506,224
98,76823,1135
99,3920,37
100,129894,2234
101,5476,38
102,203162,5159
103,62846,840
104,729413,13419
105,58176,1946
106,53269,4469
107,17649,608
108,630380,11603
109,276155,5825
110,9061,81
111,33052,387
112,242182,8308
113,97050,3330
114,69933,1156
115,44118,462
116,50477,957
117,150459,5044
118,4590,132
119,109751,3781
120,129545,9102
121,115117,6787
122,78377,1889
123,84768,2569
124,89785,1575
125,7794,109
126,35337,403
127,70524,1359
128,7321,433
129,192994,15950
130,25686,791
131,436703,32866
132,171650,2789
133,12434,146
134,125805,4235
135,60973,843
136,27429,473
137,140827,7725
138,22221,1052
139,121734,2827
140,14302,170
141,159366,1834
142,646001,13023
143,53190,415
144,1648,58
145,123589,2626
146,76149,1939
147,10624,226
148,77454,1142
149,3955,37
150,131058,2257
151,5558,38
152,203563,5202
153,63416,854
154,734974,13512
155,58445,1946
156,53406,4466
157,17724,609
158,633188,11729
159,278040,5892
160,9305,85
161,33386,393
162,244067,8327
163,97942,3340
164,71358,1165
165,44601,464
166,51144,965
167,151385,5078
168,4621,132
169,110302,3787
170,129885,9115
171,115854,6800
172,79344,1894
173,85365,2580
174,91455,1582
175,7918,111
176,35683,404
177,71027,1372
178,7338,434
179,193352,15951
180,25798,794
181,437347,32908
182,173324,2814
183,12648,147
184,126680,4293
185,61704,854
186,27661,478
187,141550,7746
188,22305,1054
189,122628,2869
190,14554,171
191,160808,1860
192,650288,13098
193,53616,417
194,1655,58
195,124615,2644
196,76612,1946
197,10761,229
198,78083,1147
199,3989,37
200,132401,2285
201,5622,39
202,203994,5209
203,63962,868
204,740424,13587
205,58710,1948
206,53551,4468
207,17800,611
208,635949,11823
209,279909,5978
210,9526,89
211,33710,398
212,245960,8339
213,98811,3348
214,72398,1172
215,45241,467
216,51784,971
217,152386,5098
218,4651,132
219,110837,3797
220,130226,9129
221,116567,6812
222,80272,1898
223,85961,2593
224,93034,1594
225,8031,112
226,35999,407
227,71511,1381
228,7354,434
229,193695,15953
230,25909,799
231,437996,32981
232,174885,2833
233,12869,148
234,127539,4314
235,62446,860
236,27890,482
237,142260,7756
238,22400,1054
239,123551,2897
240,14813,173
241,162294,1884
242,654876,13202
243,54024,419
244,1662,58
245,125639,2658
246,77101,1953
247,10880,235
248,78699,1152
249,4024,38
250,133566,2308
251,5671,39
252,204410,5227
253,64532,882
254,746036,13662
255,58979,1949
256,53687,4470
257,17876,612
258,638517,11879
259,281790,6027
260,9708,92
261,34018,400
262,247838,8349
263,99679,3354
264,73258,1178
265,45680,469
266,52413,976
267,153452,5124
268,4675,133
269,111348,3804
270,130566,9144
271,117301,6826
272,81133,1901
273,86564,2616
274,94423,1604
275,8152,114
276,36293,409
277,71952,1388
278,7371,435
279,194034,15954
280,26021,803
281,438651,33050
282,176322,2848
283,13084,149
284,128400,4321
285,63182,864
286,28119,488
287,142954,7759
288,22503,1056
289,124449,2915
290,15069,174
291,163746,1907
292,659224,13275
293,54392,423
294,1668,58
295,126659,2669
296,77580,1960
297,11015,238
298,79329,1157
299,4058,38
300,134908,2331
301,5719,40
302,204833,5245
303,65081,895
304,751545,13758
305,59246,1950
306,53833,4467
307,17951,613
308,640881,11972
309,283667,6074
310,9864,96
311,34316,405
312,249697,8363
313,100568,3363
314,74242,1185
315,46315,472
316,53045,982
317,154575,5148
318,4693,133
319,111842,3812
320,130906,9158
321,118020,6838
322,81952,1905
323,87169,2650
324,95663,1611
325,8271,116
326,36590,411
327,72364,1396
328,7388,435
329,194385,15956
330,26133,807
331,439297,33079
332,177686,2867
333,13304,150
334,129251,4321
335,63916,869
336,28346,492
337,143642,7763
338,22598,1059
339,125370,2931
340,15327,175
341,165224,1929
342,663770,13364
343,54729,425
344,1675,58
345,127676,2679
346,78056,1967
347,11136,240
348,79946,1161
349,4093,38
350,136074,2351
351,5780,40
352,205253,5281
353,65650,909
354,757110,13871
355,59513,1952
356,53969,4472
357,18027,614
358,643138,12108
359,285544,6157
360,10023,99
361,34607,412
362,251538,8384
363,101479,3372
364,75511,1195
365,46794,475
366,53681,989
367,155746,5173
368,4709,133
369,112338,3821
370,131246,9171
371,118751,6851
372,82771,1909
373,87772,2689
374,96892,1623
375,8396,117
376,36905,414
377,72771,1409
378,7405,436
379,194730,15957
380,26245,811
381,439945,33061
382,179064,2892
383,13520,151
384,130103,4325
385,64652,880
386,28572,497
387,144332,7776
388,22696,1059
389,126270,2955
390,15584,176
391,166683,1952
392,668155,13459
393,55063,427
394,1682,58
395,128692,2691
396,78533,1974
397,11269,245
398,80577,1166
399,4128,38
400,137415,2371
401,5856,41
402,205674,5321
403,66200,924
404,762623,13991
405,59781,1953
406,54114,4469
407,18103,616
408,645419,12242
409,287422,6228
410,10211,102
411,34896,421
412,253371,8410
413,102403,3382
414,77001,1209
415,47373,478
416,54322,998
417,156959,5201
418,4728,133
419,112847,3827
420,131587,9186
421,119474,6863
422,83623,1914
423,88375,2723
424,98246,1631
425,8515,119
426,37238,416
427,73198,1423
428,7422,436
429,195072,15959
430,26356,816
431,440600,33016
432,180507,2921
433,13740,153
434,130947,4351
435,65389,895
436,28799,502
437,145028,7799
438,22794,1061
439,127190,2991
440,15841,177
441,168155,1975
442,672673,13534
443,55418,431
444,1688,58
445,129708,2706
446,79013,1981
447,11391,250
448,81194,1171
449,4162,39
450,138582,2392
451,5936,41
452,206095,5357
453,66767,938
454,768172,14102
455,60048,1955
456,54251,4471
457,18178,617
458,647816,12365
459,289299,6268
460,10432,104
461,35185,429
462,255206,8434
463,103323,3393
464,78504,1221
465,47909,481
466,54964,1007
467,158209,5227
468,4753,133
469,113370,3837
470,131927,9201
471,120203,6876
472,84510,1918
473,88978,2748
474,99762,1640
475,8637,120
476,37579,417
477,73650,1438
478,7440,437
479,195420,15961
480,26468,820
481,441247,32983
482,182016,2951
483,13956,154
484,131792,4394
485,66124,910
486,29024,506
487,145729,7825
488,22892,1063
489,128090,3034
490,16098,178
491,169618,1999
492,677082,13630
493,55802,432
494,1695,58
495,130723,2724
496,79491,1988
497,11523,252
498,81824,1176
499,4197,39
500,139922,2414
501,6009,42
502,206516,5385
503,67319,952
504,773699,14199
505,60316,1957
506,54396,4472
507,18254,618
508,650337,12479
509,291176,6333
510,10669,106
511,35477,436
512,257047,8453
513,104230,3402
514,79841,1231
515,48439,484
516,55605,1014
517,159490,5256
518,4783,134
519,113897,3844
520,132268,9214
521,120927,6888
522,85412,1923
523,89581,2765
524,101368,1652
525,8755,122
526,37914,420
527,74117,1451
528,7457,437
529,195765,15962
530,26580,824
531,441895,32991
532,183551,2976
533,14175,155
534,132631,4438
535,66860,921
536,29250,511
537,146429,7846
538,22990,1064
539,129009,3074
540,16356,179
541,171088,2022
542,681579,13716
543,56201,435
544,1701,58
545,131738,2741
546,79969,1995
547,11646,255
548,82442,1181
549,4231,39
550,141090,2438
551,6069,42
552,206937,5406
553,67885,966
554,779244,14287
555,60584,1959
556,54533,4470
557,18330,619
558,652924,12566
559,293053,6418
560,10892,108
561,35772,440
562,258897,8464
563,105124,3411
564,80978,1238
565,49008,487
566,56246,1020
