ForecastID,Confirmed,Deaths
0,127249,2193
1,5333,37
2,202367,5063
3,61864,810
4,720429,13194
5,57640,1953
6,52953,4465
7,17503,607
8,626011,11344
9,272417,5718
10,8665,73
11,32366,366
12,238731,8260
13,95238,3301
14,65744,1136
15,42975,457
16,49192,943
17,148984,4986
18,4539,132
19,108758,3759
20,128816,9076
21,113870,6756
22,76672,1877
23,83641,2510
24,86897,1556
25,7530,106
26,34588,399
27,69601,1328
28,7304,435
29,192098,15942
30,25477,783
31,435333,33006
32,169142,2735
33,12006,145
34,124478,4173
35,59511,807
36,26959,463
37,139491,7672
38,22090,1051
39,119749,2742
40,13988,167
41,156599,1781
42,636315,12908
43,52374,410
44,1634,58
45,121554,2593
46,75229,1930
47,10386,217
48,76191,1130
49,3895,37
50,128265,2202
51,5434,37
52,202835,5105
53,62428,825
54,728521,13387
55,57902,1961
56,53045,4458
57,17585,609
58,629648,11507
59,274149,5801
60,8844,77
61,32645,370
62,240714,8282
63,96272,3307
64,66703,1156
65,43616,462
66,49892,952
67,149682,5021
68,4552,132
69,109304,3764
70,129077,9093
71,114694,6763
72,77515,1884
73,84534,2544
74,88230,1562
75,7684,108
76,34856,401
77,69960,1352
78,7336,438
79,192215,15958
80,25578,787
81,436053,33036
82,170561,2765
83,12238,147
84,125290,4173
85,60409,821
86,27177,466
87,140257,7694
88,22137,1055
89,120678,2774
90,14385,168
91,158092,1813
92,639887,13075
93,52642,413
94,1642,57
95,122494,2606
96,75774,1940
97,10530,219
98,76949,1140
99,3935,37
100,129402,2223
101,5538,37
102,203498,5141
103,63055,840
104,735625,13556
105,58172,1965
106,53111,4455
107,17680,610
108,633645,11621
109,275929,5863
110,9071,81
111,32992,375
112,242776,8299
113,97397,3313
114,67758,1165
115,44196,466
116,50686,960
117,150323,5046
118,4567,132
119,109885,3770
120,129410,9115
121,115483,6775
122,78388,1892
123,85396,2575
124,89651,1571
125,7831,110
126,35130,404
127,70476,1374
128,7368,441
129,192283,15972
130,25692,791
131,436834,33071
132,172450,2797
133,12529,148
134,126382,4226
135,61285,832
136,27396,470
137,141030,7716
138,22255,1057
139,121718,2810
140,14871,169
141,159871,1843
142,645557,13334
143,52957,417
144,1647,57
145,123472,2620
146,76270,1950
147,10642,219
148,77762,1148
149,3973,37
150,130574,2244
151,5625,37
152,204299,5177
153,63691,854
154,741655,13696
155,58435,1967
156,53246,4456
157,17741,611
158,638449,11755
159,277973,5946
160,9200,84
161,33327,381
162,244813,8303
163,98525,3317
164,68743,1178
165,44721,470
166,51344,967
167,151125,5073
168,4582,132
169,110445,3772
170,129707,9129
171,116337,6781
172,79292,1897
173,86183,2600
174,91093,1581
175,7965,111
176,35398,407
177,71069,1389
178,7396,442
179,192283,15984
180,25810,794
181,437548,33098
182,174237,2817
183,12858,149
184,127864,4277
185,62290,843
186,27626,475
187,141782,7724
188,22352,1058
189,122951,2843
190,15448,170
191,161671,1870
192,650004,13556
193,53325,420
194,1653,57
195,124460,2630
196,76781,1959
197,10802,222
198,78568,1154
199,4015,37
200,131778,2262
201,5700,37
202,205120,5211
203,64310,868
204,746873,13796
205,58685,1969
206,53318,4452
207,17816,612
208,643248,11881
209,279969,6029
210,9305,86
211,33646,385
212,246865,8309
213,99672,3322
214,69650,1189
215,45401,474
216,52063,974
217,151711,5092
218,4596,132
219,110994,3774
220,130057,9149
221,117201,6790
222,80144,1900
223,86839,2621
224,92507,1590
225,8097,113
226,35655,410
227,71587,1396
228,7424,444
229,192250,16004
230,25903,798
231,438236,33127
232,176052,2840
233,13183,150
234,128985,4294
235,63338,853
236,27870,480
237,142546,7725
238,22398,1059
239,124114,2869
240,15929,170
241,163748,1899
242,654142,13773
243,53669,422
244,1661,57
245,125436,2640
246,77342,1966
247,10955,224
248,79231,1158
249,4058,37
250,133033,2282
251,5779,37
252,205826,5237
253,64978,883
254,752563,13876
255,58930,1971
256,53457,4450
257,17890,613
258,647312,11967
