ForecastID,Confirmed,Deaths
0,127296,2195
1,5315,37
2,202208,5063
3,61743,810
4,720285,13163
5,57680,1952
6,52920,4458
7,17522,607
8,625215,11329
9,272332,5721
10,8721,73
11,32372,366
12,238741,8249
13,95230,3308
14,65858,1122
15,42944,456
16,49160,942
17,149176,4981
18,4539,132
19,108779,3758
20,128792,9083
21,113906,6755
22,76608,1872
23,83587,2508
24,86870,1556
25,7535,106
26,34587,400
27,69540,1324
28,7302,435
29,192059,15946
30,25488,783
31,435221,33150
32,168954,2734
33,12009,145
34,124364,4159
35,59546,808
36,26962,463
37,139573,7678
38,22069,1051
39,119972,2745
40,13778,167
41,156473,1779
42,637183,12906
43,52356,411
44,1634,57
45,121547,2593
46,75238,1929
47,10414,218
48,76174,1130
49,3887,37
50,128451,2212
51,5377,37
52,202621,5101
53,62223,824
54,729019,13331
55,57957,1956
56,53039,4454
57,17591,608
58,627637,11470
59,274129,5804
60,8961,76
61,32668,371
62,240754,8267
63,96314,3317
64,66663,1133
65,43576,461
66,49862,950
67,150259,5004
68,4551,132
69,109325,3761
70,129032,9106
71,114698,6759
72,77394,1877
73,84337,2538
74,88216,1566
75,7674,108
76,34847,402
77,69831,1347
78,7335,438
79,192154,15964
80,25588,787
81,435826,33320
82,170364,2763
83,12264,147
84,125510,4211
85,60422,820
86,27214,467
87,140355,7701
88,22083,1051
89,120842,2773
90,14060,168
91,157930,1809
92,641857,13115
93,52638,415
94,1640,57
95,122494,2604
96,75839,1938
97,10566,219
98,76842,1138
99,3927,37
100,129637,2232
101,5445,37
102,202985,5134
103,62715,838
104,737198,13477
105,58250,1960
106,53104,4452
107,17670,609
108,630160,11585
109,275948,5871
110,9206,80
111,32954,375
112,242896,8282
113,97444,3323
114,67511,1141
115,44207,465
116,50612,958
117,151118,5025
118,4563,132
119,109896,3763
120,129283,9128
121,115566,6765
122,78169,1880
123,84976,2565
124,89607,1576
125,7820,109
126,35104,405
127,70184,1366
128,7365,441
129,192172,15980
130,25696,791
131,436661,33451
132,171970,2792
133,12557,148
134,126715,4235
135,61282,831
136,27468,471
137,141168,7721
138,22182,1052
139,121697,2801
140,14361,170
141,159779,1836
142,646497,13335
143,52939,418
144,1646,57
145,123462,2614
146,76379,1946
147,10724,221
148,77553,1145
149,3969,37
150,130911,2252
151,5517,37
152,203330,5162
153,63219,852
154,744933,13598
155,58562,1964
156,53216,4448
157,17748,610
158,632318,11691
159,277709,5938
160,9487,83
161,33225,379
162,245093,8298
163,98597,3330
164,68388,1148
165,44764,469
166,51371,965
167,152230,5050
168,4576,132
169,110479,3766
170,129559,9154
171,116433,6771
172,78952,1884
173,85667,2591
174,91059,1586
175,7966,110
176,35367,407
177,70567,1379
178,7396,443
179,192124,15996
180,25819,795
181,437359,33525
182,173654,2818
183,12860,149
184,127884,4254
185,62180,839
186,27746,475
187,142000,7736
188,22292,1056
189,122568,2827
190,14686,172
191,161586,1860
192,650993,13535
193,53239,421
194,1655,57
195,124453,2624
196,76980,1956
197,10887,222
198,78263,1152
199,4014,37
200,132198,2272
201,5592,37
202,203666,5190
203,63721,866
204,752615,13709
205,58884,1968
206,53317,4443
207,17824,611
208,634358,11802
209,279451,6007
210,9777,86
211,33498,383
212,247367,8312
213,99771,3339
214,69271,1157
215,45431,473
216,52141,972
217,153319,5072
218,4589,132
219,111072,3769
220,129825,9178
221,117311,6777
222,79746,1888
223,86450,2618
224,92551,1596
225,8118,112
226,35625,410
227,70939,1391
228,7424,445
229,192045,16014
230,25939,799
231,437843,33566
232,175355,2843
233,13161,150
234,129097,4272
235,63099,846
236,28032,479
237,142837,7745
238,22353,1059
239,123421,2854
240,15025,173
241,163380,1885
242,655088,13704
243,53540,424
244,1661,57
245,125442,2634
246,77609,1966
247,11051,224
248,78995,1159
249,4061,37
250,133520,2292
251,5669,37
252,203997,5218
253,64223,880
254,760899,13832
255,59217,1972
256,53420,4438
257,17901,612
258,636491,11915
259,281264,6077
260,10081,89
261,33773,387
262,249700,8326
263,100966,3349
264,70161,1165
265,46051,477
266,52925,979
267,154426,5095
268,4602,132
269,111674,3772
270,130093,9202
271,118194,6782
272,80545,1892
273,87264,2646
274,94080,1606
275,8281,114
276,35890,413
277,71300,1405
278,7452,447
279,191925,16031
280,26066,803
281,438208,33593
282,177114,2869
283,13461,151
284,130324,4295
285,64009,854
286,28323,483
287,143681,7751
288,22414,1061
289,124275,2881
290,15373,174
291,165280,1910
292,658928,13855
293,53845,427
294,1668,57
295,126436,2644
296,78244,1975
297,11220,225
298,79750,1165
299,4109,37
300,134872,2312
301,5747,37
302,204323,5245
303,64721,894
304,769659,13968
305,59560,1976
306,53520,4433
307,17978,613
308,638657,12024
309,283091,6146
310,10403,91
311,34045,391
312,252096,8340
313,102182,3358
314,71065,1173
315,46701,481
316,53727,987
317,155604,5118
318,4614,132
319,112282,3775
320,130355,9226
321,119086,6788
322,81352,1896
323,88108,2674
324,95640,1616
325,8450,116
326,36152,416
327,71661,1420
328,7479,449
329,191779,16049
330,26197,807
331,438539,33644
332,178914,2895
333,13767,152
334,131573,4318
335,64944,863
336,28626,487
337,144531,7757
338,22488,1064
339,125121,2907
340,15738,175
341,167223,1935
342,662625,13999
343,54152,430
344,1675,57
345,127437,2654
346,78896,1985
347,11390,227
348,80517,1171
349,4158,37
350,136248,2332
351,5825,37
352,204639,5271
353,65213,908
354,778708,14110
355,59910,1979
356,53624,4428
357,18054,614
358,640785,12128
359,284909,6213
360,10730,93
361,34316,395
362,254551,8354
363,103418,3367
364,71981,1182
365,47368,485
366,54542,995
367,156794,5141
368,4626,132
369,112895,3778
370,130608,9249
371,119988,6794
372,82167,1900
373,88988,2702
374,97229,1626
375,8623,118
376,36411,418
377,72031,1435
378,7506,451
379,191614,16067
380,26330,811
381,438890,33716
382,180753,2921
383,14084,153
384,132830,4341
385,65919,872
386,28936,491
387,145388,7765
388,22554,1068
389,125961,2933
390,16124,176
391,169194,1960
392,666258,14148
393,54461,433
394,1682,57
395,128442,2664
396,79557,1995
397,11565,229
398,81300,1177
399,4208,37
400,137649,2352
401,5903,37
402,204948,5296
403,65698,922
404,787724,14248
405,60265,1982
406,53729,4423
407,18130,615
408,642885,12230
409,286754,6279
410,11071,95
411,34584,399
412,257065,8367
413,104673,3376
414,72911,1190
415,48030,489
416,55370,1003
417,158009,5164
418,4638,132
419,113512,3781
420,130856,9272
421,120899,6800
422,82990,1904
423,89894,2730
424,98845,1636
425,8800,120
426,36666,421
427,72410,1448
428,7533,453
429,191433,16085
430,26467,815
431,439289,33789
432,182628,2947
433,14413,154
434,134100,4363
435,66910,881
436,29251,495
437,146253,7775
438,22611,1071
439,126798,2959
440,16531,177
441,171215,1985
442,669812,14301
443,54773,436
444,1689,57
445,129451,2674
446,80238,2005
447,11740,231
448,82103,1183
449,4259,37
450,139071,2373
451,5981,37
452,205251,5320
453,66173,936
454,796753,14382
455,60625,1985
456,53837,4418
457,18206,616
458,644994,12331
459,288630,6346
460,11427,97
461,34849,403
462,259635,8380
463,105948,3385
464,73855,1198
465,48714,493
466,56203,1011
467,159259,5187
468,4649,132
469,114133,3784
470,131096,9294
471,121819,6806
472,83821,1907
473,90824,2758
474,100487,1646
475,8981,122
476,36929,424
477,72790,1461
478,7560,455
479,191243,16103
480,26606,819
481,439696,33844
482,184534,2973
483,14754,155
484,135379,4385
485,67908,890
486,29573,499
487,147126,7786
488,22668,1074
489,127628,2985
490,16960,178
491,173273,2011
492,673259,14456
493,55088,439
494,1696,57
495,130465,2684
496,80923,2015
497,11918,233
498,82919,1189
499,4310,37
500,140519,2394
501,6059,37
502,205548,5343
503,66638,950
504,805862,14515
505,60991,1988
506,53946,4412
507,18282,617
508,647127,12430
509,290529,6412
510,11797,99
511,35110,407
512,262263,8393
513,107242,3394
514,74810,1207
515,49401,497
516,57048,1019
517,160525,5210
518,4660,132
