ForecastID,Confirmed,Deaths
0,127547,2199
1,5311,37
2,202327,5065
3,61750,810
4,717252,13142
5,57688,1949
6,52998,4467
7,17505,605
8,625614,11346
9,272515,5716
10,8617,73
11,32325,369
12,238567,8253
13,95018,3308
14,66690,1128
15,42959,453
16,49074,940
17,148813,4981
18,4542,132
19,108633,3767
20,128889,9074
21,113725,6768
22,76516,1874
23,83434,2531
24,86866,1555
25,7524,105
26,34568,398
27,69621,1323
28,7292,431
29,192306,15955
30,25459,782
31,435269,33034
32,168627,2728
33,12008,144
34,124155,4212
35,59408,813
36,26925,463
37,139443,7673
38,22036,1049
39,119710,2748
40,13780,167
41,156010,1785
42,636605,12872
43,52457,411
44,1632,58
45,121507,2594
46,75177,1923
47,10387,218
48,76237,1127
49,3878,37
50,128632,2213
51,5380,38
52,202614,5138
53,62328,824
54,722281,13286
55,57933,1952
56,53068,4463
57,17580,605
58,628280,11490
59,274131,5786
60,8765,77
61,32630,379
62,240336,8286
63,95969,3311
64,68776,1146
65,43761,457
66,49729,948
67,149421,5019
68,4562,132
69,109060,3776
70,129227,9090
71,114461,6776
72,77312,1883
73,84081,2577
74,88225,1557
75,7659,107
76,34881,401
77,70019,1346
78,7313,432
79,192669,15949
80,25572,786
81,436045,33120
82,170037,2759
83,12214,145
84,125262,4225
85,60171,831
86,27119,468
87,140072,7687
88,22061,1049
89,120484,2780
90,14192,168
91,157376,1816
92,640500,12994
93,52875,415
94,1638,58
95,122409,2609
96,75672,1935
97,10528,224
98,76987,1136
99,3908,37
100,130029,2240
101,5466,38
102,203125,5188
103,62955,838
104,726712,13422
105,58237,1957
106,53238,4467
107,17711,605
108,631255,11588
109,276112,5825
110,8910,81
111,32901,386
112,242245,8311
113,96825,3314
114,70791,1163
115,44107,463
116,50403,956
117,149922,5046
118,4581,132
119,109564,3783
120,129565,9106
121,115253,6786
122,78299,1890
123,84694,2592
124,89654,1567
125,7777,108
126,35173,406
127,70428,1371
128,7332,432
129,193029,15955
130,25690,790
131,436940,33102
132,171741,2785
133,12445,146
134,126374,4257
135,60855,844
136,27299,473
137,140702,7706
138,22240,1050
139,121363,2826
140,14637,170
141,158626,1849
142,645456,13147
143,53312,418
144,1643,58
145,123432,2626
146,76162,1942
147,10707,225
148,77807,1143
149,3945,37
150,131267,2270
151,5551,39
152,203493,5224
153,63641,852
154,731428,13546
155,58470,1959
156,53300,4465
157,17792,605
158,634129,11695
159,278237,5892
160,9060,85
161,33170,394
162,244084,8331
163,97708,3333
164,72764,1173
165,44704,466
166,50991,964
167,150674,5086
168,4613,133
169,110143,3789
170,129914,9119
171,116013,6800
172,79308,1897
173,85213,2607
174,91123,1574
175,7887,110
176,35431,406
177,70828,1387
178,7353,433
179,193393,15949
180,25808,794
181,437619,33022
182,173592,2808
183,12640,147
184,127553,4275
185,61589,853
186,27507,480
187,141339,7726
188,22303,1051
189,122357,2863
190,15044,171
191,160220,1881
192,649480,13252
193,53771,418
194,1649,58
195,124331,2640
196,76617,1950
197,10888,228
198,78669,1149
199,3972,38
200,132586,2304
201,5618,40
202,203931,5252
203,64266,867
204,735375,13629
205,58777,1963
206,53424,4466
207,17867,605
208,636575,11783
209,279731,5978
210,9207,89
211,33407,400
212,246019,8344
213,98640,3345
214,74336,1183
215,45290,467
216,51639,973
217,150928,5099
218,4648,133
219,110719,3797
220,130271,9133
221,116765,6816
222,80263,1900
223,85810,2636
224,92548,1583
225,7994,111
226,35720,407
227,71235,1396
228,7373,433
229,193755,15955
230,25917,797
231,438334,33022
232,175435,2830
233,12843,148
234,128744,4305
235,62274,862
236,27719,486
237,141981,7740
238,22289,1052
239,123363,2895
240,15421,172
241,161607,1908
242,653504,13339
243,54187,419
244,1657,58
245,125299,2652
246,77109,1962
247,11058,234
248,79332,1157
249,4007,38
250,133724,2325
251,5667,40
252,204244,5272
253,64859,881
254,739781,13693
255,59015,1967
256,53549,4468
257,17956,604
258,638486,11826
259,281335,6027
260,9359,94
261,33647,403
262,247853,8349
263,99479,3349
264,75825,1192
265,45648,468
266,52315,981
267,151750,5130
268,4674,133
269,111224,3808
270,130620,9148
271,117562,6825
272,81173,1905
273,86337,2664
274,93898,1595
275,8114,112
276,36030,409
277,71633,1400
278,7394,433
279,194119,15949
280,26017,801
281,439015,33167
282,176860,2846
283,13048,149
284,129787,4324
285,62994,865
286,27934,491
287,142625,7747
288,22375,1053
289,124353,2911
290,15820,173
291,163072,1937
292,656575,13429
293,54542,419
294,1663,58
295,126281,2664
296,77585,1970
297,11238,239
298,79777,1160
299,4040,38
300,135054,2345
301,5713,41
302,204464,5287
303,65375,896
304,744057,13771
305,59311,1971
306,53612,4465
307,18037,604
308,640096,11898
309,282610,6074
310,9508,99
311,33856,407
312,249762,8364
313,100447,3361
314,77609,1200
315,46425,469
316,52913,990
317,152031,5148
318,4692,133
319,111633,3816
320,130958,9162
321,118351,6835
322,81942,1907
323,86783,2698
324,95230,1605
325,8232,114
326,36322,410
327,72038,1409
328,7414,433
329,194482,15954
330,26114,805
331,439530,33249
332,178128,2865
333,13258,150
334,130776,4353
335,63680,868
336,28112,496
337,143272,7755
338,22545,1053
339,125287,2928
340,16273,174
341,164196,1964
342,659620,13479
343,54871,420
344,1669,58
345,127198,2677
346,78055,1977
347,11391,240
348,80213,1161
349,4070,38
350,136145,2365
351,5770,41
352,204744,5325
353,65880,911
354,748505,13888
355,59564,1973
356,53758,4469
357,18131,604
358,641832,12042
359,284042,6157
360,9661,103
361,34084,415
362,251566,8385
363,101278,3375
364,79697,1211
365,46677,472
366,53588,998
367,152661,5180
368,4708,133
369,111996,3824
370,131292,9176
371,119100,6849
372,82632,1911
373,87223,2747
374,96595,1618
375,8352,115
376,36593,414
377,72434,1425
378,7435,433
379,194845,15949
380,26216,809
381,440197,33220
382,179348,2889
383,13472,151
384,131861,4373
385,64388,880
386,28296,501
387,143922,7763
388,22621,1054
389,126161,2949
390,16764,175
391,165392,1994
392,662568,13538
393,55220,423
394,1675,58
395,128194,2691
396,78541,1988
397,11536,245
398,80768,1166
399,4106,39
400,137471,2384
401,5844,42
402,205011,5387
403,66412,926
404,752605,14024
405,59843,1977
406,53832,4466
407,18219,604
408,643948,12189
409,285743,6228
410,9813,108
411,34323,423
412,253454,8413
413,102248,3383
414,82071,1227
415,47454,476
416,54239,1007
417,153126,5216
418,4726,134
419,112390,3831
420,131633,9191
421,119869,6863
422,83484,1913
423,87749,2784
424,98014,1629
425,8466,116
426,36888,417
427,72837,1449
428,7455,433
429,195207,15954
430,26324,812
431,440995,33129
432,180786,2915
433,13680,153
434,132981,4401
435,65071,898
436,28476,505
437,144576,7775
438,22663,1055
439,127012,2984
440,17259,176
441,166461,2024
442,665716,13617
443,55622,427
444,1682,58
445,129145,2705
446,79015,1997
447,11703,251
448,81491,1175
449,4135,39
450,138566,2409
451,5928,43
452,205384,5439
453,67035,941
454,756673,14163
455,60114,1981
456,53931,4469
457,18301,603
458,646326,12299
459,287302,6268
460,9968,113
461,34580,430
462,255251,8442
463,103107,3391
464,84498,1242
465,47810,481
466,54858,1016
467,153510,5245
468,4748,134
469,112866,3840
470,131982,9206
471,120663,6873
472,84508,1917
473,88279,2798
474,99475,1640
475,8586,118
476,37198,420
477,73230,1471
478,7476,433
479,195569,15949
480,26431,816
481,441730,33183
482,182481,2941
483,13895,154
484,134064,4421
485,65769,911
486,28644,511
487,145233,7791
488,22804,1055
489,127863,3024
490,17746,178
491,167750,2053
492,668967,13677
493,56071,429
494,1689,58
495,130097,2719
496,79491,2005
497,11860,253
498,82324,1182
499,4168,39
500,139864,2437
501,6004,43
502,205708,5473
503,67693,957
504,760408,14279
505,60376,1984
506,54053,4469
507,18386,603
508,648610,12396
509,289128,6333
510,10121,118
511,34822,438
512,257144,8459
513,104045,3404
514,86802,1255
515,48401,484
516,55546,1025
517,154139,5282
518,4778,134
519,113409,3848
520,132332,9220
521,121422,6884
522,85534,1919
523,88808,2820
524,100944,1649
525,8705,119
526,37492,422
527,73630,1489
528,7497,433
529,195931,15954
530,26533,820
531,442511,33251
532,184328,2964
533,14106,155
534,135206,4449
535,66449,920
536,28816,516
537,145892,7809
538,22866,1056
539,128740,3063
540,18245,179
541,169068,2085
542,672072,13740
543,56523,431
544,1695,58
545,131089,2732
546,79972,2015
547,12032,255
548,83102,1188
549,4202,39
550,140947,2467
551,6065,44
552,206034,5498
553,68343,973
554,764104,14367
555,60661,1987
556,54114,4468
557,18470,602
558,650502,12476
559,290514,6418
560,10279,123
561,35058,444
562,258953,8472
563,104957,3415
564,89033,1267
565,48989,486
566,56180,1034
567,154370,5299
568,4810,134
569,113951,3857
570,132677,9234
571,122164,6898
572,86523,1922
573,89325,2858
574,102390,1659
575,8828,120
576,37774,423
577,74022,1497
578,7517,433
579,196292,15949
580,26629,824
581,443244,33323
582,186080,2983
583,14324,156
584,136392,4469
585,67138,928
586,28993,522
587,146555,7824
588,22859,1057
589,129649,3091
